route_id,service_id,shape_id,trip_id,trip_headsign,trip_short_name,direction_id
4-10,20_LAV,4-10-A-1,20-10-1-1-050900,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-1-1-055300,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-2-1-055800,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-3-1-061800,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-4-1-062100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-5-1-063700,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-1-1-064200,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-2-1-065200,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-3-1-070000,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-4-1-070800,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-5-1-072000,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-6-1-072300,TALANT Citadelle,,1
4-10,20_LAV,4-10-R-2,20-10-1-1-073800,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-2-1-074000,AHUY,,0
4-10,20_LAV,4-10-A-1,20-10-4-1-075800,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-3-1-075800,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-6-1-081800,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-5-1-082100,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-1-1-083700,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-2-1-084400,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-3-1-085800,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-4-1-090600,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-5-1-092100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-1-1-093100,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-2-1-094500,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-3-1-095400,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-4-1-100700,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-5-1-101600,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-1-1-103000,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-2-1-103800,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-3-1-105200,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-4-1-110000,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-5-1-111400,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-1-1-112100,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-2-1-113400,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-3-1-114200,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-4-1-115600,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-5-1-120400,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-1-1-121900,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-2-1-122600,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-3-1-124100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-4-1-124800,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-5-1-130200,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-1-1-131000,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-2-1-132400,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-3-1-133300,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-4-1-134600,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-5-1-135500,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-1-1-140800,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-2-1-141700,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-3-1-143000,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-4-1-143900,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-5-1-145100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-1-1-150100,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-2-1-151100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-3-1-152300,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-4-1-153200,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-5-1-154500,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-1-1-155200,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-2-1-160800,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-6-1-161000,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-4-1-162800,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-3-1-162900,AHUY,,0
4-10,20_LAV,4-10-A-1,20-10-5-1-164400,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-1-1-164500,TALANT Citadelle,,1
4-10,20_LAV,4-10-R-2,20-10-6-1-170300,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-2-1-170400,AHUY,,0
4-10,20_LAV,4-10-A-1,20-10-4-1-172400,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-3-1-172400,TALANT Citadelle,,1
4-10,20_LAV,4-10-R-2,20-10-5-1-174300,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-1-1-174600,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-2-1-180600,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-6-1-180800,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-4-1-182600,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-3-1-183100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-1-1-184500,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-5-1-185100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-6-1-190300,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-2-1-191100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-3-1-192500,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-4-1-193100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-5-1-194700,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-6-1-200100,AHUY,,0
4-10,20_LAV,4-10-R-2,20-10-4-1-201600,TALANT Citadelle,,1
4-10,20_LAV,4-10-A-1,20-10-3-1-202900,AHUY,,0
4-10,21_Samedi,4-10-A-1,21-10-1-A-051000,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-1-A-055500,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-2-A-055900,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-3-A-062700,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-1-A-063900,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-2-A-065500,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-3-A-070700,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-1-A-072600,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-2-A-073800,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-3-A-075700,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-1-A-081200,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-2-A-082600,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-3-A-084400,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-1-A-085900,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-2-A-091600,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-3-A-093000,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-1-A-094900,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-2-A-100400,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-3-A-101700,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-1-A-103500,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-2-A-105200,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-3-A-110800,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-1-A-112400,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-2-A-114400,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-3-A-115800,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-1-A-121700,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-2-A-123200,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-3-A-125100,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-4-A-125400,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-5-A-131500,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-1-A-131800,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-2-A-133900,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-3-A-134700,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-4-A-140100,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-5-A-141000,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-1-A-142500,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-2-A-143200,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-3-A-144700,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-4-A-145700,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-5-A-150900,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-1-A-151800,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-2-A-153100,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-3-A-154000,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-4-A-155300,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-5-A-160400,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-1-A-161400,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-2-A-162600,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-3-A-163400,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-4-A-164800,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-5-A-165600,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-1-A-170900,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-2-A-171800,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-3-A-173100,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-4-A-174100,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-5-A-175500,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-1-A-180300,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-2-A-181700,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-3-A-182400,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-4-A-183900,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-5-A-185000,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-1-A-190200,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-2-A-191500,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-3-A-192400,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-4-A-194300,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-5-A-195400,AHUY,,0
4-10,21_Samedi,4-10-R-2,21-10-3-A-202000,TALANT Citadelle,,1
4-10,21_Samedi,4-10-A-1,21-10-4-A-202900,AHUY,,0
4-10,22_Dimanche,4-10-A-11,22-10-1-B-133000,DARCY,,0
4-10,22_Dimanche,4-10-R-22,22-10-50-B-133000,DARCY,,1
4-10,22_Dimanche,4-10-R-12,22-10-1-B-134800,Talant,,1
4-10,22_Dimanche,4-10-A-21,22-10-50-B-140000,AHUY,,0
4-10,22_Dimanche,4-10-A-11,22-10-1-B-141500,DARCY,,0
4-10,22_Dimanche,4-10-R-22,22-10-50-B-143000,DARCY,,1
4-10,22_Dimanche,4-10-R-12,22-10-1-B-143300,Talant,,1
4-10,22_Dimanche,4-10-A-21,22-10-50-B-150000,AHUY,,0
4-10,22_Dimanche,4-10-A-11,22-10-1-B-150000,DARCY,,0
4-10,22_Dimanche,4-10-R-12,22-10-1-B-151800,Talant,,1
4-10,22_Dimanche,4-10-R-22,22-10-50-B-153000,DARCY,,1
4-10,22_Dimanche,4-10-A-11,22-10-1-B-154500,DARCY,,0
4-10,22_Dimanche,4-10-A-21,22-10-50-B-160000,AHUY,,0
4-10,22_Dimanche,4-10-R-12,22-10-1-B-160300,Talant,,1
4-10,22_Dimanche,4-10-A-11,22-10-1-B-162900,DARCY,,0
4-10,22_Dimanche,4-10-R-22,22-10-50-B-163000,DARCY,,1
4-10,22_Dimanche,4-10-R-12,22-10-1-B-164800,Talant,,1
4-10,22_Dimanche,4-10-A-21,22-10-50-B-170000,AHUY,,0
4-10,22_Dimanche,4-10-A-11,22-10-1-B-171400,DARCY,,0
4-10,22_Dimanche,4-10-R-22,22-10-50-B-173000,DARCY,,1
4-10,22_Dimanche,4-10-R-12,22-10-1-B-173300,Talant,,1
4-10,22_Dimanche,4-10-A-11,22-10-1-B-175900,DARCY,,0
4-10,22_Dimanche,4-10-A-21,22-10-50-B-180000,AHUY,,0
4-10,22_Dimanche,4-10-R-12,22-10-1-B-181800,Talant,,1
4-10,22_Dimanche,4-10-R-22,22-10-50-B-183000,DARCY,,1
4-10,22_Dimanche,4-10-A-11,22-10-1-B-184400,DARCY,,0
4-10,22_Dimanche,4-10-A-21,22-10-50-B-190000,AHUY,,0
4-10,22_Dimanche,4-10-R-12,22-10-1-B-190400,Talant,,1
4-10,22_Dimanche,4-10-A-11,22-10-1-B-192900,DARCY,,0
4-10,22_Dimanche,4-10-R-22,22-10-50-B-193000,DARCY,,1
4-10,22_Dimanche,4-10-R-12,22-10-1-B-194900,Talant,,1
4-10,22_Dimanche,4-10-A-21,22-10-50-B-200000,AHUY,,0
4-10,22_Dimanche,4-10-A-11,22-10-1-B-201500,DARCY,,0
4-10,22_Dimanche,4-10-R-22,22-10-50-B-203000,DARCY,,1
4-10,22_Dimanche,4-10-R-12,22-10-1-B-203400,Talant,,1
4-10,22_Dimanche,4-10-A-21,22-10-50-B-210000,AHUY,,0
4-10,23_LAV,4-10-A-1,23-10-1-1-050900,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-1-1-055300,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-2-1-055800,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-3-1-061800,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-4-1-062100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-5-1-063700,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-1-1-064200,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-2-1-065200,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-3-1-070000,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-4-1-070800,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-5-1-072000,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-6-1-072300,TALANT Citadelle,,1
4-10,23_LAV,4-10-R-2,23-10-1-1-073800,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-2-1-074000,AHUY,,0
4-10,23_LAV,4-10-A-1,23-10-4-1-075800,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-3-1-075800,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-6-1-081800,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-5-1-082100,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-1-1-083700,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-2-1-084400,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-3-1-085800,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-4-1-090600,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-5-1-092100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-1-1-093100,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-2-1-094500,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-3-1-095400,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-4-1-100700,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-5-1-101600,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-1-1-103000,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-2-1-103800,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-3-1-105200,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-4-1-110000,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-5-1-111400,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-1-1-112100,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-2-1-113400,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-3-1-114200,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-4-1-115600,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-5-1-120400,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-1-1-121900,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-2-1-122600,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-3-1-124100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-4-1-124800,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-5-1-130200,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-1-1-131000,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-2-1-132400,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-3-1-133300,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-4-1-134600,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-5-1-135500,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-1-1-140800,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-2-1-141700,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-3-1-143000,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-4-1-143900,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-5-1-145100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-1-1-150100,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-2-1-151100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-3-1-152300,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-4-1-153200,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-5-1-154500,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-1-1-155200,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-2-1-160800,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-6-1-161000,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-4-1-162800,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-3-1-162900,AHUY,,0
4-10,23_LAV,4-10-A-1,23-10-5-1-164400,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-1-1-164500,TALANT Citadelle,,1
4-10,23_LAV,4-10-R-2,23-10-6-1-170300,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-2-1-170400,AHUY,,0
4-10,23_LAV,4-10-A-1,23-10-4-1-172400,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-3-1-172400,TALANT Citadelle,,1
4-10,23_LAV,4-10-R-2,23-10-5-1-174300,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-1-1-174600,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-2-1-180600,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-6-1-180800,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-4-1-182600,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-3-1-183100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-1-1-184500,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-5-1-185100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-6-1-190300,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-2-1-191100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-3-1-192500,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-4-1-193100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-5-1-194700,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-6-1-200100,AHUY,,0
4-10,23_LAV,4-10-R-2,23-10-4-1-201600,TALANT Citadelle,,1
4-10,23_LAV,4-10-A-1,23-10-3-1-202900,AHUY,,0
4-12,20_LAV,4-12-R-8,20-12-2-1-055500,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-1-1-060200,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-062300,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-3-1-062400,Parc de la Colombière,,0
4-12,20_LAV,4-12-A-9,20-12-2-1-064300,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-1-1-064400,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-4-1-070000,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-3-1-070100,PLOMBIERES,,1
4-12,20_LAV,4-12-R-8,20-12-6-1-071600,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-5-1-071600,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-2-1-073200,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-1-1-073200,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-074800,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-3-1-074800,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-5-1-080400,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-6-1-080400,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-1-1-082000,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-2-1-082000,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-3-1-083700,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-4-1-083800,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-6-1-085900,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-5-1-085900,Parc de la Colombière,,0
4-12,20_LAV,4-12-A-9,20-12-3-1-092100,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-092300,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-6-1-094400,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-5-1-094600,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-4-1-100800,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-3-1-100900,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-5-1-103100,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-6-1-103200,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-3-1-105400,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-105500,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-6-1-111600,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-5-1-111800,PLOMBIERES,,1
4-12,20_LAV,4-12-R-8,20-12-3-1-114000,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-4-1-114000,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-6-1-120300,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-5-1-120300,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-122600,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-3-1-122600,Parc de la Colombière,,0
4-12,20_LAV,4-12-A-9,20-12-6-1-124900,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-5-1-125000,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-4-1-131200,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-3-1-131300,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-5-1-133500,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-6-1-133700,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-3-1-135700,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-140000,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-6-1-142000,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-5-1-142300,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-4-1-144300,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-3-1-144600,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-5-1-150700,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-6-1-150900,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-3-1-153000,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-153200,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-6-1-155300,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-5-1-155400,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-1-1-161300,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-3-1-161400,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-4-1-163100,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-2-1-163200,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-5-1-164800,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-6-1-164900,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-3-1-170400,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-1-1-170500,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-2-1-172000,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-172100,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-6-1-173700,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-5-1-173800,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-1-1-175300,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-3-1-175500,PLOMBIERES,,1
4-12,20_LAV,4-12-R-8,20-12-2-1-181100,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-4-1-181100,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-6-1-182800,PLOMBIERES,,1
