route_id,service_id,shape_id,trip_id,trip_headsign,trip_short_name,direction_id
4-L8,23_LAV,4-L8-R-1,23-L8-1-1-074300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-7-1-074600,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-6-1-075300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-3-1-075600,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-080400,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-9-1-080700,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-8-1-081400,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-4-1-081800,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-5-1-082400,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-1-1-082900,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-7-1-083600,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-6-1-084100,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-3-1-085000,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-2-1-085400,Chicago,,0
4-L8,23_LAV,4-L8-A-2,23-L8-8-1-090500,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-4-1-090600,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-5-1-091700,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-1-1-092000,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-7-1-093000,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-093400,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-3-1-094300,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-8-1-094800,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-4-1-095600,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-5-1-100100,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-1-1-100800,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-7-1-101300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-2-1-102400,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-3-1-102600,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-8-1-103500,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-4-1-103900,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-5-1-104800,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-1-1-105200,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-7-1-110100,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-110600,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-3-1-111400,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-8-1-112000,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-4-1-112700,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-5-1-113300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-1-1-114000,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-7-1-114700,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-2-1-115300,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-3-1-120100,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-8-1-120600,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-4-1-121300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-5-1-121900,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-1-1-122700,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-7-1-123200,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-124000,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-3-1-124500,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-8-1-125200,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-4-1-125800,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-5-1-130500,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-1-1-131100,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-7-1-131700,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-2-1-132400,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-3-1-133000,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-8-1-133700,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-4-1-134300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-5-1-135000,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-1-1-135600,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-7-1-140300,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-140900,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-3-1-141600,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-8-1-142200,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-4-1-142900,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-5-1-143500,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-1-1-144200,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-7-1-144800,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-2-1-145500,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-3-1-150100,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-8-1-150800,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-4-1-151500,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-5-1-152100,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-1-1-152900,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-7-1-153400,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-154100,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-3-1-154700,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-8-1-155300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-4-1-160000,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-5-1-160600,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-1-1-161300,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-7-1-161900,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-2-1-162600,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-3-1-163100,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-8-1-163900,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-4-1-164300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-5-1-165100,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-1-1-165600,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-6-1-170100,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-9-1-170700,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-7-1-171200,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-171800,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-3-1-172300,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-8-1-172800,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-4-1-173400,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-5-1-174000,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-1-1-174500,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-6-1-175100,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-9-1-175700,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-7-1-180300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-2-1-180700,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-3-1-181400,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-8-1-181800,Chicago,,0
4-L8,23_LAV,4-L8-A-2,23-L8-5-1-182800,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-4-1-182800,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-6-1-184300,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-1-1-184400,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-3-1-185800,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-190300,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-4-1-191600,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-5-1-191800,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-1-1-193100,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-6-1-193600,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-2-1-194900,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-4-1-200200,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-6-1-201500,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-203100,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-4-1-204100,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-6-1-210100,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-2-1-210900,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-2-1-214200,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-6-1-215200,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-50-1-224500,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-50-1-231500,Chicago,,0
4-L8,23_LAV,4-L8-R-1,23-L8-50-1-234500,ST-APOLLINAIRE Val Sully,,1
4-L8,23_LAV,4-L8-A-2,23-L8-50-1-241500,Chicago,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-050200,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-052400,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-053800,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-3-1-054900,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-060400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-061300,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-3-1-063000,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-4-1-063400,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-064600,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-065200,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-065900,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-6-1-070500,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-3-1-071100,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-4-1-071700,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-7-1-072400,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-072900,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-073600,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-5-1-074100,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-6-1-074900,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-3-1-075400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-4-1-080000,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-7-1-080600,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-081200,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-082000,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-082500,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-6-1-083300,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-3-1-083800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-4-1-084600,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-7-1-085100,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-085900,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-090500,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-5-1-091200,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-6-1-091800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-3-1-092500,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-4-1-093200,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-7-1-093800,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-094500,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-095100,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-095800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-6-1-100300,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-3-1-101100,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-4-1-101600,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-7-1-102400,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-102900,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-103600,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-5-1-104200,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-6-1-105000,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-3-1-105500,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-4-1-110300,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-7-1-110800,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-111600,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-112100,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-112900,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-6-1-113400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-3-1-114200,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-4-1-114700,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-7-1-115500,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-120100,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-120700,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-5-1-121400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-6-1-122200,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-3-1-122700,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-4-1-123500,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-7-1-124000,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-124800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-125300,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-130100,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-6-1-130600,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-3-1-131400,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-4-1-131900,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-7-1-132700,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-133200,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-133800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-5-1-134500,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-6-1-135200,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-3-1-135800,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-4-1-140500,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-7-1-141100,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-141800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-142400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-143100,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-6-1-143700,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-3-1-144400,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-4-1-145000,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-7-1-145600,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-150300,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-150700,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-5-1-151600,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-6-1-152200,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-3-1-152900,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-4-1-153500,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-7-1-154200,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-154800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-155400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-160000,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-6-1-160700,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-3-1-161300,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-4-1-162000,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-7-1-162600,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-163300,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-164100,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-5-1-164600,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-6-1-165400,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-3-1-170100,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-4-1-170900,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-7-1-171300,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-172300,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-172700,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-173600,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-6-1-174100,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-3-1-174800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-4-1-175400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-7-1-180000,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-180700,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-181500,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-5-1-182400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-6-1-183000,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-7-1-184400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-184700,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-190400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-190900,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-6-1-192100,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-7-1-192800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-193700,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-194800,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-5-1-200000,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-201600,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-202900,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-5-1-204300,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-210600,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-1-1-211400,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-1-1-215200,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-220400,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-224400,Toison d'Or,,0
4-L9,20_LAV,4-L9-R-2,20-L9-2-1-232300,Monge Cité de la gastronomie,,1
4-L9,20_LAV,4-L9-A-11,20-L9-2-1-240500,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-1-A-045400,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-R-2,21-L9-2-A-052400,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-1-A-053500,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-3-A-054500,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-R-2,21-L9-4-A-060500,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-2-A-060500,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-1-A-062500,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-3-A-062600,Toison d'Or,,0
4-L9,21_Samedi,4-L9-A-11,21-L9-4-A-064500,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-2-A-064700,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-1-A-070700,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-3-A-070900,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-2-A-072900,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-4-A-073100,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-3-A-075100,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-1-A-075200,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-4-A-081300,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-2-A-081400,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-R-2,21-L9-3-A-083500,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-1-A-083500,Toison d'Or,,0
4-L9,21_Samedi,4-L9-A-11,21-L9-2-A-085600,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-4-A-085700,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-3-A-091700,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-1-A-091900,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-4-A-093900,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-2-A-094100,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-1-A-100100,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-3-A-100300,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-2-A-102400,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-4-A-102500,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-3-A-104600,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-1-A-104700,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-R-2,21-L9-2-A-110800,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-4-A-110800,Toison d'Or,,0
4-L9,21_Samedi,4-L9-A-11,21-L9-1-A-113000,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-3-A-113100,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-2-A-115100,Toison d'Or,,0
4-L9,21_Samedi,4-L9-R-2,21-L9-4-A-115300,Monge Cité de la gastronomie,,1
4-L9,21_Samedi,4-L9-A-11,21-L9-3-A-121400,Toison d'Or,,0
