trip_id,stop_id,direction_id,arrival_delay,arrival_time,departure_delay,departure_time
25-PL-1-A-013500,4-10025,1,-120,1698535980,0,1698536100
25-PL-1-A-013500,4-1365,1,0,1698536147,0,1698536147
25-PL-1-A-013500,4-1366,1,0,1698536206,0,1698536206
25-PL-1-A-013500,4-1367,1,0,1698536313,0,1698536313
25-PL-1-A-013500,4-556,1,0,1698536359,0,1698536359
25-PL-1-A-013500,4-557,1,0,1698536431,0,1698536431
25-PL-1-A-013500,4-558,1,0,1698536472,0,1698536472
25-PL-1-A-013500,4-1097,1,0,1698536537,0,1698536537
25-PL-1-A-013500,4-296,1,0,1698536610,0,1698536610
25-PL-1-A-013500,4-141,1,0,1698536700,0,1698536700
25-PL-1-A-013500,4-10069,1,0,1698536738,0,1698536738
25-PL-1-A-013500,4-1227,1,0,1698536789,0,1698536789
25-PL-1-A-013500,4-748,1,0,1698536851,0,1698536851
25-PL-1-A-013500,4-1228,1,0,1698536955,0,1698536955
25-PL-1-A-013500,4-270,1,0,1698537060,0,1698537060
25-PL-1-A-013500,4-1435,1,0,1698537231,0,1698537231
25-PL-1-A-013500,4-1600,1,0,1698537265,0,1698537265
25-PL-1-A-013500,4-1373,1,0,1698537398,0,1698537398
25-PL-1-A-013500,4-1605,1,0,0,0,1698537600
25-PL-1-A-020500,4-1605,0,-300,1698537600,0,1698537900
25-PL-1-A-020500,4-1288,0,0,1698538045,0,1698538045
25-PL-1-A-020500,4-1230,0,0,1698538181,0,1698538181
25-PL-1-A-020500,4-1442,0,0,1698538287,0,1698538287
25-PL-1-A-020500,4-237,0,0,1698538500,0,1698538500
25-PL-1-A-020500,4-1224,0,0,1698538559,0,1698538559
25-PL-1-A-020500,4-745,0,0,1698538643,0,1698538643
25-PL-1-A-020500,4-746,0,0,1698538680,0,1698538680
25-PL-1-A-020500,4-322,0,0,1698538745,0,1698538745
25-PL-1-A-020500,4-323,0,0,1698538793,0,1698538793
25-PL-1-A-020500,4-1099,0,0,1698538853,0,1698538853
25-PL-1-A-020500,4-560,0,0,1698538901,0,1698538901
25-PL-1-A-020500,4-561,0,0,1698538948,0,1698538948
25-PL-1-A-020500,4-562,0,0,1698539030,0,1698539030
25-PL-1-A-020500,4-1368,0,0,1698539085,0,1698539085
25-PL-1-A-020500,4-1369,0,0,1698539139,0,1698539139
25-PL-1-A-020500,4-1370,0,0,1698539190,0,1698539190
25-PL-1-A-020500,4-1364,0,0,1698539233,0,1698539233
25-PL-1-A-020500,4-10025,0,0,1698539272,0,1698539272
25-PL-1-A-023000,4-10025,1,-120,1698539280,0,1698539400
25-PL-1-A-023000,4-1365,1,0,1698539447,0,1698539447
25-PL-1-A-023000,4-1366,1,0,1698539506,0,1698539506
25-PL-1-A-023000,4-1367,1,0,1698539613,0,1698539613
25-PL-1-A-023000,4-556,1,0,1698539659,0,1698539659
25-PL-1-A-023000,4-557,1,0,1698539731,0,1698539731
25-PL-1-A-023000,4-558,1,0,1698539772,0,1698539772
25-PL-1-A-023000,4-1097,1,0,1698539837,0,1698539837
25-PL-1-A-023000,4-296,1,0,1698539910,0,1698539910
25-PL-1-A-023000,4-141,1,0,1698540000,0,1698540000
25-PL-1-A-023000,4-10069,1,0,1698540038,0,1698540038
25-PL-1-A-023000,4-1227,1,0,1698540089,0,1698540089
25-PL-1-A-023000,4-748,1,0,1698540151,0,1698540151
25-PL-1-A-023000,4-1228,1,0,1698540255,0,1698540255
25-PL-1-A-023000,4-270,1,0,1698540360,0,1698540360
25-PL-1-A-023000,4-1435,1,0,1698540531,0,1698540531
25-PL-1-A-023000,4-1600,1,0,1698540565,0,1698540565
25-PL-1-A-023000,4-1373,1,0,1698540698,0,1698540698
25-PL-1-A-023000,4-1605,1,0,1698540889,0,1698540889
25-L5-6-A-161500,4-62,1,85,1698502638,85,1698502638
25-L5-6-A-161500,4-63,1,92,1698502686,92,1698502686
25-L5-6-A-161500,4-65,1,120,1698502761,120,1698502761
