trip_id,stop_id,direction_id,arrival_delay,arrival_time,departure_delay,departure_time,schedule_relationship
13-T2-7-1-090044,4-1462,0,-48,1698740195,-4,1698740239,SCHEDULED
13-T2-7-1-090044,4-1528,0,-55,1698740285,-10,1698740330,SCHEDULED
13-T2-7-1-090044,4-1477,0,-75,1698740388,-5,1698740458,SCHEDULED
13-T2-7-1-090044,4-1465,0,-55,1698740528,-16,1698740567,SCHEDULED
13-T2-7-1-090044,4-1472,0,-65,1698740623,-20,1698740668,SCHEDULED
13-T2-7-1-090044,4-1475,0,-75,1698740733,-35,1698740773,SCHEDULED
13-T2-7-1-090044,4-1466,0,-64,1698740853,-64,1698740853,SCHEDULED
13-T2-7-1-090044,4-1484,0,-64,1698740977,-64,1698740977,SCHEDULED
13-T2-7-1-090044,4-1487,0,-30,1698741086,-30,1698741086,SCHEDULED
13-T2-7-1-090044,4-1532,0,-55,1698741211,-55,1698741211,SCHEDULED
13-T2-7-1-090044,4-1531,0,-30,1698741326,-30,1698741326,SCHEDULED
13-T2-7-1-090044,4-1668,0,-49,1698741378,-49,1698741378,SCHEDULED
13-T2-7-1-094801,4-1509,1,-414,1698741667,0,1698742081,SCHEDULED
13-T2-7-1-094801,4-1538,1,0,1698742169,0,1698742169,SCHEDULED
13-T2-7-1-094801,4-1539,1,0,1698742257,0,1698742257,SCHEDULED
13-T2-7-1-094801,4-1518,1,0,1698742411,0,1698742411,SCHEDULED
13-T2-7-1-094801,4-1514,1,0,1698742473,0,1698742473,SCHEDULED
13-T2-7-1-094801,4-1498,1,0,1698742595,0,1698742595,SCHEDULED
13-T2-7-1-094801,4-1508,1,0,1698742705,0,1698742705,SCHEDULED
13-T2-7-1-094801,4-1505,1,0,1698742818,0,1698742818,SCHEDULED
13-T2-7-1-094801,4-1497,1,0,1698742925,0,1698742925,SCHEDULED
13-T2-7-1-094801,4-1510,1,0,1698743061,0,1698743061,SCHEDULED
13-T2-7-1-094801,4-1536,1,0,1698743192,0,1698743192,SCHEDULED
13-T2-7-1-094801,4-1494,1,0,1698743289,0,1698743289,SCHEDULED
13-T2-7-1-094801,4-1499,1,0,1698743359,0,1698743359,SCHEDULED
13-T2-7-1-094801,4-1537,1,0,1698743552,0,1698743552,SCHEDULED
13-T2-7-1-094801,4-1507,1,0,1698743652,0,1698743652,SCHEDULED
13-T2-7-1-094801,4-1504,1,0,1698743747,0,1698743747,SCHEDULED
13-T2-7-1-094801,4-1490,1,0,1698743859,0,1698743859,SCHEDULED
13-T2-7-1-094801,4-1502,1,0,1698743944,0,1698743944,SCHEDULED
13-T2-7-1-094801,4-1540,1,0,1698744059,0,1698744059,SCHEDULED
13-T2-7-1-094801,4-1496,1,0,1698744179,0,1698744179,SCHEDULED
13-T2-7-1-094801,4-1459,1,0,1698744319,0,1698744319,SCHEDULED
13-T2-8-1-085309,4-1534,0,-509,1698738280,20,1698738809,SCHEDULED
13-T2-8-1-085309,4-1464,0,-4,1698738905,26,1698738935,SCHEDULED
13-T2-8-1-085309,4-1533,0,-14,1698739015,20,1698739049,SCHEDULED
13-T2-8-1-085309,4-1469,0,-34,1698739105,3,1698739142,SCHEDULED
13-T2-8-1-085309,4-1457,0,-41,1698739195,2,1698739238,SCHEDULED
13-T2-8-1-085309,4-1471,0,-34,1698739290,6,1698739330,SCHEDULED
13-T2-8-1-085309,4-1474,0,-24,1698739385,16,1698739425,SCHEDULED
13-T2-8-1-085309,4-1530,0,-28,1698739480,22,1698739530,SCHEDULED
13-T2-8-1-085309,4-1467,0,-31,1698739655,24,1698739710,SCHEDULED
13-T2-8-1-085309,4-1462,0,-33,1698739750,14,1698739797,SCHEDULED
13-T2-8-1-085309,4-1528,0,-35,1698739845,41,1698739921,SCHEDULED
13-T2-8-1-085309,4-1477,0,-8,1698739995,77,1698740080,SCHEDULED
13-T2-8-1-085309,4-1465,0,32,1698740155,71,1698740194,SCHEDULED
13-T2-8-1-085309,4-1472,0,27,1698740255,70,1698740298,SCHEDULED
13-T2-8-1-085309,4-1475,0,15,1698740363,53,1698740401,SCHEDULED
13-T2-8-1-085309,4-1466,0,11,1698740468,48,1698740505,SCHEDULED
13-T2-8-1-085309,4-1484,0,-13,1698740568,32,1698740613,SCHEDULED
13-T2-8-1-085309,4-1487,0,-8,1698740648,27,1698740683,SCHEDULED
13-T2-8-1-085309,4-1532,0,48,1698740854,48,1698740854,SCHEDULED
13-T2-8-1-085309,4-1531,0,17,1698740913,17,1698740913,SCHEDULED
13-T2-8-1-085309,4-1668,0,60,1698741027,60,1698741027,SCHEDULED
13-T2-8-1-094021,4-1509,1,-414,1698741207,0,1698741621,SCHEDULED
13-T2-8-1-094021,4-1538,1,0,1698741709,0,1698741709,SCHEDULED
13-T2-8-1-094021,4-1539,1,0,1698741797,0,1698741797,SCHEDULED
13-T2-8-1-094021,4-1518,1,0,1698741951,0,1698741951,SCHEDULED
13-T2-8-1-094021,4-1514,1,0,1698742013,0,1698742013,SCHEDULED
13-T2-8-1-094021,4-1498,1,0,1698742135,0,1698742135,SCHEDULED
13-T2-8-1-094021,4-1508,1,0,1698742245,0,1698742245,SCHEDULED
13-T2-8-1-094021,4-1505,1,0,1698742358,0,1698742358,SCHEDULED
13-T2-8-1-094021,4-1497,1,0,1698742465,0,1698742465,SCHEDULED
13-T2-8-1-094021,4-1510,1,0,1698742601,0,1698742601,SCHEDULED
13-T2-8-1-094021,4-1536,1,0,1698742732,0,1698742732,SCHEDULED
13-T2-8-1-094021,4-1494,1,0,1698742829,0,1698742829,SCHEDULED
13-T2-8-1-094021,4-1499,1,0,1698742899,0,1698742899,SCHEDULED
13-T2-8-1-094021,4-1537,1,0,1698743092,0,1698743092,SCHEDULED
13-T2-8-1-094021,4-1507,1,0,1698743192,0,1698743192,SCHEDULED
13-T2-8-1-094021,4-1504,1,0,1698743287,0,1698743287,SCHEDULED
13-T2-8-1-094021,4-1490,1,0,1698743399,0,1698743399,SCHEDULED
13-T2-8-1-094021,4-1502,1,0,1698743484,0,1698743484,SCHEDULED
13-T2-8-1-094021,4-1540,1,0,1698743599,0,1698743599,SCHEDULED
13-T2-8-1-094021,4-1496,1,0,1698743719,0,1698743719,SCHEDULED
13-T2-8-1-094021,4-1459,1,0,1698743859,0,1698743859,SCHEDULED
13-T2-10-1-091634,4-1459,0,-594,1698739600,26,1698740220,SCHEDULED
13-T2-10-1-091634,4-1464,0,-9,1698740305,26,1698740340,SCHEDULED
13-T2-10-1-091634,4-1533,0,-14,1698740420,25,1698740459,SCHEDULED
13-T2-10-1-091634,4-1469,0,-24,1698740520,24,1698740568,SCHEDULED
13-T2-10-1-091634,4-1457,0,-11,1698740630,34,1698740675,SCHEDULED
13-T2-10-1-091634,4-1471,0,1,1698740730,1,1698740730,SCHEDULED
13-T2-10-1-091634,4-1474,0,31,1698740850,31,1698740850,SCHEDULED
13-T2-10-1-091634,4-1530,0,-1,1698740917,-1,1698740917,SCHEDULED
13-T2-10-1-091634,4-1467,0,-1,1698741095,-1,1698741095,SCHEDULED
13-T2-10-1-091634,4-1462,0,21,1698741214,21,1698741214,SCHEDULED
13-T2-10-1-091634,4-1528,0,41,1698741331,41,1698741331,SCHEDULED
13-T2-10-1-091634,4-1477,0,41,1698741454,41,1698741454,SCHEDULED
13-T2-10-1-091634,4-1465,0,41,1698741574,41,1698741574,SCHEDULED
13-T2-10-1-091634,4-1472,0,-1,1698741637,-1,1698741637,SCHEDULED
13-T2-10-1-091634,4-1475,0,-1,1698741757,-1,1698741757,SCHEDULED
13-T2-10-1-091634,4-1466,0,12,1698741879,12,1698741879,SCHEDULED
13-T2-10-1-091634,4-1484,0,-1,1698741990,-1,1698741990,SCHEDULED
13-T2-10-1-091634,4-1487,0,51,1698742117,51,1698742117,SCHEDULED
13-T2-10-1-091634,4-1532,0,21,1698742237,21,1698742237,SCHEDULED
13-T2-10-1-091634,4-1531,0,51,1698742357,51,1698742357,SCHEDULED
13-T2-10-1-091634,4-1668,0,41,1698742418,41,1698742418,SCHEDULED
13-T2-11-1-092404,4-1459,0,0,0,0,0,SCHEDULED
13-T2-11-1-092404,4-1534,0,-462,1698740182,62,1698740706,SCHEDULED
13-T2-11-1-092404,4-1464,0,58,1698740822,58,1698740822,SCHEDULED
13-T2-11-1-092404,4-1533,0,58,1698740942,58,1698740942,SCHEDULED
13-T2-11-1-092404,4-1469,0,58,1698741052,58,1698741052,SCHEDULED
13-T2-11-1-092404,4-1457,0,51,1698741142,51,1698741142,SCHEDULED
13-T2-11-1-092404,4-1471,0,58,1698741237,58,1698741237,SCHEDULED
13-T2-11-1-092404,4-1474,0,51,1698741320,51,1698741320,SCHEDULED
13-T2-11-1-092404,4-1530,0,58,1698741426,58,1698741426,SCHEDULED
13-T2-11-1-092404,4-1467,0,58,1698741604,58,1698741604,SCHEDULED
13-T2-11-1-092404,4-1462,0,42,1698741685,42,1698741685,SCHEDULED
13-T2-11-1-092404,4-1528,0,66,1698741806,66,1698741806,SCHEDULED
13-T2-11-1-092404,4-1477,0,66,1698741929,66,1698741929,SCHEDULED
13-T2-11-1-092404,4-1465,0,66,1698742049,66,1698742049,SCHEDULED
13-T2-11-1-092404,4-1472,0,58,1698742146,58,1698742146,SCHEDULED
13-T2-11-1-092404,4-1475,0,58,1698742266,58,1698742266,SCHEDULED
13-T2-11-1-092404,4-1466,0,58,1698742375,58,1698742375,SCHEDULED
13-T2-11-1-092404,4-1484,0,58,1698742499,58,1698742499,SCHEDULED
13-T2-11-1-092404,4-1487,0,58,1698742574,58,1698742574,SCHEDULED
13-T2-11-1-092404,4-1532,0,42,1698742708,42,1698742708,SCHEDULED
13-T2-11-1-092404,4-1531,0,58,1698742814,58,1698742814,SCHEDULED
13-T2-11-1-092404,4-1668,0,51,1698742878,51,1698742878,SCHEDULED
13-T2-12-1-090331,4-1509,1,-181,1698739230,0,1698739411,SCHEDULED
13-T2-12-1-090331,4-1538,1,-24,1698739475,6,1698739505,SCHEDULED
13-T2-12-1-090331,4-1539,1,-22,1698739565,13,1698739600,SCHEDULED
13-T2-12-1-090331,4-1518,1,-21,1698739720,13,1698739754,SCHEDULED
13-T2-12-1-090331,4-1514,1,-23,1698739780,13,1698739816,SCHEDULED
13-T2-12-1-090331,4-1498,1,-35,1698739890,2,1698739927,SCHEDULED
13-T2-12-1-090331,4-1508,1,-35,1698740000,5,1698740040,SCHEDULED
13-T2-12-1-090331,4-1505,1,-43,1698740105,-3,1698740145,SCHEDULED
13-T2-12-1-090331,4-1497,1,-40,1698740215,-3,1698740252,SCHEDULED
13-T2-12-1-090331,4-1510,1,-66,1698740325,-5,1698740386,SCHEDULED
13-T2-12-1-090331,4-1536,1,-62,1698740460,28,1698740550,SCHEDULED
13-T2-12-1-090331,4-1494,1,-14,1698740605,31,1698740650,SCHEDULED
13-T2-12-1-090331,4-1499,1,-5,1698740684,44,1698740733,SCHEDULED
13-T2-12-1-090331,4-1537,1,34,1698740916,34,1698740916,SCHEDULED
13-T2-12-1-090331,4-1507,1,-9,1698740973,-9,1698740973,SCHEDULED
13-T2-12-1-090331,4-1504,1,14,1698741091,14,1698741091,SCHEDULED
13-T2-12-1-090331,4-1490,1,24,1698741213,24,1698741213,SCHEDULED
13-T2-12-1-090331,4-1502,1,4,1698741278,4,1698741278,SCHEDULED
13-T2-12-1-090331,4-1540,1,4,1698741393,4,1698741393,SCHEDULED
13-T2-12-1-090331,4-1496,1,4,1698741513,4,1698741513,SCHEDULED
13-T2-12-1-090331,4-1459,1,45,1698741694,45,1698741694,SCHEDULED
13-T2-12-1-094634,4-1459,0,-345,1698741649,0,1698741994,SCHEDULED
13-T2-12-1-094634,4-1464,0,0,1698742114,0,1698742114,SCHEDULED
13-T2-12-1-094634,4-1533,0,0,1698742234,0,1698742234,SCHEDULED
13-T2-12-1-094634,4-1469,0,0,1698742344,0,1698742344,SCHEDULED
13-T2-12-1-094634,4-1457,0,0,1698742441,0,1698742441,SCHEDULED
13-T2-12-1-094634,4-1471,0,0,1698742529,0,1698742529,SCHEDULED
13-T2-12-1-094634,4-1474,0,0,1698742619,0,1698742619,SCHEDULED
13-T2-12-1-094634,4-1530,0,0,1698742718,0,1698742718,SCHEDULED
13-T2-12-1-094634,4-1467,0,0,1698742896,0,1698742896,SCHEDULED
13-T2-12-1-094634,4-1462,0,0,1698742993,0,1698742993,SCHEDULED
13-T2-12-1-094634,4-1528,0,0,1698743090,0,1698743090,SCHEDULED
13-T2-12-1-094634,4-1477,0,0,1698743213,0,1698743213,SCHEDULED
13-T2-12-1-094634,4-1465,0,0,1698743333,0,1698743333,SCHEDULED
13-T2-12-1-094634,4-1472,0,0,1698743438,0,1698743438,SCHEDULED
13-T2-12-1-094634,4-1475,0,0,1698743558,0,1698743558,SCHEDULED
13-T2-12-1-094634,4-1466,0,0,1698743667,0,1698743667,SCHEDULED
13-T2-12-1-094634,4-1484,0,0,1698743791,0,1698743791,SCHEDULED
13-T2-12-1-094634,4-1487,0,0,1698743866,0,1698743866,SCHEDULED
13-T2-12-1-094634,4-1532,0,0,1698744016,0,1698744016,SCHEDULED
13-T2-12-1-094634,4-1531,0,0,1698744106,0,1698744106,SCHEDULED
13-T2-12-1-094634,4-1668,0,0,1698744177,0,1698744177,SCHEDULED
13-T2-13-1-085531,4-1509,1,34,1698738965,34,1698738965,SCHEDULED
13-T2-13-1-085531,4-1538,1,6,1698739025,36,1698739055,SCHEDULED
13-T2-13-1-085531,4-1539,1,13,1698739120,43,1698739150,SCHEDULED
13-T2-13-1-085531,4-1518,1,74,1698739335,104,1698739365,SCHEDULED
13-T2-13-1-085531,4-1514,1,77,1698739400,112,1698739435,SCHEDULED
13-T2-13-1-085531,4-1498,1,75,1698739520,115,1698739560,SCHEDULED
13-T2-13-1-085531,4-1508,1,80,1698739635,115,1698739670,SCHEDULED
13-T2-13-1-085531,4-1505,1,72,1698739740,115,1698739783,SCHEDULED
13-T2-13-1-085531,4-1497,1,77,1698739852,125,1698739900,SCHEDULED
13-T2-13-1-085531,4-1510,1,64,1698739975,129,1698740040,SCHEDULED
13-T2-13-1-085531,4-1536,1,63,1698740105,100,1698740142,SCHEDULED
13-T2-13-1-085531,4-1494,1,46,1698740185,101,1698740240,SCHEDULED
13-T2-13-1-085531,4-1499,1,66,1698740275,111,1698740320,SCHEDULED
13-T2-13-1-085531,4-1537,1,38,1698740440,84,1698740486,SCHEDULED
13-T2-13-1-085531,4-1507,1,30,1698740532,84,1698740586,SCHEDULED
13-T2-13-1-085531,4-1504,1,46,1698740643,90,1698740687,SCHEDULED
13-T2-13-1-085531,4-1490,1,33,1698740742,33,1698740742,SCHEDULED
13-T2-13-1-085531,4-1502,1,63,1698740857,63,1698740857,SCHEDULED
13-T2-13-1-085531,4-1540,1,63,1698740972,63,1698740972,SCHEDULED
13-T2-13-1-085531,4-1496,1,63,1698741092,63,1698741092,SCHEDULED
13-T2-13-1-085531,4-1459,1,43,1698741212,43,1698741212,SCHEDULED
13-T2-13-1-093904,4-1459,0,-375,1698741169,0,1698741544,SCHEDULED
13-T2-13-1-093904,4-1464,0,0,1698741664,0,1698741664,SCHEDULED
13-T2-13-1-093904,4-1533,0,0,1698741784,0,1698741784,SCHEDULED
13-T2-13-1-093904,4-1469,0,0,1698741894,0,1698741894,SCHEDULED
13-T2-13-1-093904,4-1457,0,0,1698741991,0,1698741991,SCHEDULED
13-T2-13-1-093904,4-1471,0,0,1698742079,0,1698742079,SCHEDULED
13-T2-13-1-093904,4-1474,0,0,1698742169,0,1698742169,SCHEDULED
13-T2-13-1-093904,4-1530,0,0,1698742268,0,1698742268,SCHEDULED
13-T2-13-1-093904,4-1467,0,0,1698742446,0,1698742446,SCHEDULED
13-T2-13-1-093904,4-1462,0,0,1698742543,0,1698742543,SCHEDULED
13-T2-13-1-093904,4-1528,0,0,1698742640,0,1698742640,SCHEDULED
13-T2-13-1-093904,4-1477,0,0,1698742763,0,1698742763,SCHEDULED
13-T2-13-1-093904,4-1465,0,0,1698742883,0,1698742883,SCHEDULED
13-T2-13-1-093904,4-1472,0,0,1698742988,0,1698742988,SCHEDULED
13-T2-13-1-093904,4-1475,0,0,1698743108,0,1698743108,SCHEDULED
13-T2-13-1-093904,4-1466,0,0,1698743217,0,1698743217,SCHEDULED
13-T2-13-1-093904,4-1484,0,0,1698743341,0,1698743341,SCHEDULED
13-T2-13-1-093904,4-1487,0,0,1698743416,0,1698743416,SCHEDULED
13-T2-13-1-093904,4-1532,0,0,1698743566,0,1698743566,SCHEDULED
13-T2-13-1-093904,4-1531,0,0,1698743656,0,1698743656,SCHEDULED
13-T2-13-1-093904,4-1668,0,0,1698743727,0,1698743727,SCHEDULED
13-L3-1-1-085500,4-357,1,-54,1698738943,-39,1698738958,SCHEDULED
13-L3-1-1-085500,4-405,1,-65,1698738993,-40,1698739018,SCHEDULED
13-L3-1-1-085500,4-348,1,-96,1698739056,-76,1698739076,SCHEDULED
13-L3-1-1-085500,4-977,1,-107,1698739093,-85,1698739115,SCHEDULED
13-L3-1-1-085500,4-395,1,-83,1698739168,-58,1698739193,SCHEDULED
13-L3-1-1-085500,4-351,1,-58,1698739242,-58,1698739242,SCHEDULED
13-L3-1-1-085500,4-352,1,-55,1698739293,-55,1698739293,SCHEDULED
13-L3-1-1-085500,4-353,1,-69,1698739386,-55,1698739400,SCHEDULED
13-L3-1-1-085500,4-355,1,-99,1698739461,-85,1698739475,SCHEDULED
13-L3-1-1-085500,4-1443,1,-144,1698739536,-97,1698739583,SCHEDULED
13-L3-1-1-085500,4-1600,1,-164,1698739636,-105,1698739695,SCHEDULED
13-L3-1-1-085500,4-1373,1,-176,1698739811,-113,1698739874,SCHEDULED
13-L3-1-1-085500,4-1606,1,-177,1698739983,-99,1698740061,SCHEDULED
13-L3-1-1-085500,4-1607,1,-133,1698740132,-133,1698740132,SCHEDULED
13-L3-1-1-085500,4-1216,1,-133,1698740207,-102,1698740238,SCHEDULED
13-L3-1-1-085500,4-21,1,-129,1698740256,-102,1698740283,SCHEDULED
13-L3-1-1-085500,4-86,1,-135,1698740325,-135,1698740325,SCHEDULED
13-L3-1-1-085500,4-87,1,-145,1698740362,-145,1698740362,SCHEDULED
13-L3-1-1-085500,4-88,1,-163,1698740387,-163,1698740387,SCHEDULED
13-L3-1-1-085500,4-89,1,-188,1698740412,-163,1698740437,SCHEDULED
13-L3-1-1-085500,4-881,1,-189,1698740462,-164,1698740487,SCHEDULED
13-L3-1-1-085500,4-903,1,-203,1698740487,-190,1698740500,SCHEDULED
13-L3-1-1-085500,4-1608,1,-185,1698740575,-110,1698740650,SCHEDULED
13-L3-1-1-085500,4-1609,1,-135,1698740698,-128,1698740705,SCHEDULED
13-L3-1-1-085500,4-530,1,-171,1698740769,-171,1698740769,SCHEDULED
13-L3-1-1-085500,4-531,1,-159,1698740848,-159,1698740848,SCHEDULED
13-L3-1-1-085500,4-532,1,-159,1698740896,-159,1698740896,SCHEDULED
13-L3-1-1-085500,4-533,1,-159,1698740969,-159,1698740969,SCHEDULED
13-L3-1-1-085500,4-534,1,-159,1698741021,-159,1698741021,SCHEDULED
13-L3-1-1-085500,4-535,1,-174,1698741079,-174,1698741079,SCHEDULED
13-L3-1-1-085500,4-548,1,-159,1698741195,-159,1698741195,SCHEDULED
13-L3-1-1-085500,4-549,1,-159,1698741267,-159,1698741267,SCHEDULED
13-L3-1-1-085500,4-484,1,-159,1698741321,-159,1698741321,SCHEDULED
13-L3-1-1-095000,4-484,0,-720,1698741480,0,1698742200,SCHEDULED
13-L3-1-1-095000,4-547,0,0,1698742245,0,1698742245,SCHEDULED
13-L3-1-1-095000,4-486,0,0,1698742380,0,1698742380,SCHEDULED
13-L3-1-1-095000,4-487,0,0,1698742440,0,1698742440,SCHEDULED
13-L3-1-1-095000,4-488,0,0,1698742494,0,1698742494,SCHEDULED
13-L3-1-1-095000,4-489,0,0,1698742566,0,1698742566,SCHEDULED
13-L3-1-1-095000,4-490,0,0,1698742616,0,1698742616,SCHEDULED
13-L3-1-1-095000,4-491,0,0,1698742680,0,1698742680,SCHEDULED
13-L3-1-1-095000,4-1601,0,0,1698742802,0,1698742802,SCHEDULED
13-L3-1-1-095000,4-1602,0,0,1698742860,0,1698742860,SCHEDULED
13-L3-1-1-095000,4-865,0,0,1698742935,0,1698742935,SCHEDULED
13-L3-1-1-095000,4-1212,0,0,1698742956,0,1698742956,SCHEDULED
13-L3-1-1-095000,4-17,0,0,1698742986,0,1698742986,SCHEDULED
13-L3-1-1-095000,4-18,0,0,1698743018,0,1698743018,SCHEDULED
13-L3-1-1-095000,4-19,0,0,1698743082,0,1698743082,SCHEDULED
13-L3-1-1-095000,4-20,0,0,1698743128,0,1698743128,SCHEDULED
13-L3-1-1-095000,4-1603,0,0,1698743183,0,1698743183,SCHEDULED
13-L3-1-1-095000,4-1219,0,0,1698743220,0,1698743220,SCHEDULED
13-L3-1-1-095000,4-1604,0,0,1698743329,0,1698743329,SCHEDULED
13-L3-1-1-095000,4-1605,0,0,1698743460,0,1698743460,SCHEDULED
13-L3-1-1-095000,4-1288,0,0,1698743615,0,1698743615,SCHEDULED
13-L3-1-1-095000,4-1230,0,0,1698743760,0,1698743760,SCHEDULED
13-L3-1-1-095000,4-1442,0,0,1698743940,0,1698743940,SCHEDULED
13-L3-1-1-095000,4-396,0,0,1698743992,0,1698743992,SCHEDULED
13-L3-1-1-095000,4-397,0,0,1698744075,0,1698744075,SCHEDULED
13-L3-1-1-095000,4-398,0,0,1698744183,0,1698744183,SCHEDULED
13-L3-1-1-095000,4-399,0,0,1698744221,0,1698744221,SCHEDULED
13-L3-1-1-095000,4-394,0,0,1698744275,0,1698744275,SCHEDULED
13-L3-1-1-095000,4-1339,0,0,1698744300,0,1698744300,SCHEDULED
13-L3-1-1-095000,4-402,0,0,1698744376,0,1698744376,SCHEDULED
13-L3-1-1-095000,4-345,0,0,1698744477,0,1698744477,SCHEDULED
13-L3-1-1-095000,4-364,0,0,1698744550,0,1698744550,SCHEDULED
13-L3-1-1-095000,4-356,0,0,1698744720,0,1698744720,SCHEDULED
13-L3-2-1-092000,4-484,0,-750,1698739650,74,1698740474,SCHEDULED
13-L3-2-1-092000,4-547,0,55,1698740500,59,1698740504,SCHEDULED
13-L3-2-1-092000,4-486,0,59,1698740639,62,1698740642,SCHEDULED
13-L3-2-1-092000,4-487,0,39,1698740679,39,1698740679,SCHEDULED
13-L3-2-1-092000,4-488,0,3,1698740697,37,1698740731,SCHEDULED
13-L3-2-1-092000,4-489,0,6,1698740772,6,1698740772,SCHEDULED
13-L3-2-1-092000,4-490,0,26,1698740842,26,1698740842,SCHEDULED
13-L3-2-1-092000,4-491,0,26,1698740906,26,1698740906,SCHEDULED
13-L3-2-1-092000,4-1601,0,25,1698741027,25,1698741027,SCHEDULED
13-L3-2-1-092000,4-1602,0,26,1698741086,26,1698741086,SCHEDULED
13-L3-2-1-092000,4-865,0,-4,1698741131,-4,1698741131,SCHEDULED
13-L3-2-1-092000,4-1212,0,41,1698741197,41,1698741197,SCHEDULED
13-L3-2-1-092000,4-17,0,16,1698741202,16,1698741202,SCHEDULED
13-L3-2-1-092000,4-18,0,41,1698741259,41,1698741259,SCHEDULED
13-L3-2-1-092000,4-19,0,41,1698741323,41,1698741323,SCHEDULED
13-L3-2-1-092000,4-20,0,-4,1698741324,-4,1698741324,SCHEDULED
13-L3-2-1-092000,4-1603,0,-4,1698741379,-4,1698741379,SCHEDULED
13-L3-2-1-092000,4-1219,0,26,1698741446,26,1698741446,SCHEDULED
13-L3-2-1-092000,4-1604,0,26,1698741555,26,1698741555,SCHEDULED
13-L3-2-1-092000,4-1605,0,26,1698741686,26,1698741686,SCHEDULED
13-L3-2-1-092000,4-1288,0,41,1698741856,41,1698741856,SCHEDULED
13-L3-2-1-092000,4-1230,0,26,1698741986,26,1698741986,SCHEDULED
13-L3-2-1-092000,4-1442,0,26,1698742166,26,1698742166,SCHEDULED
13-L3-2-1-092000,4-396,0,26,1698742218,26,1698742218,SCHEDULED
13-L3-2-1-092000,4-397,0,-4,1698742271,-4,1698742271,SCHEDULED
13-L3-2-1-092000,4-398,0,25,1698742408,25,1698742408,SCHEDULED
13-L3-2-1-092000,4-399,0,41,1698742462,41,1698742462,SCHEDULED
13-L3-2-1-092000,4-394,0,41,1698742516,41,1698742516,SCHEDULED
13-L3-2-1-092000,4-1339,0,26,1698742526,26,1698742526,SCHEDULED
13-L3-2-1-092000,4-402,0,-4,1698742572,-4,1698742572,SCHEDULED
13-L3-2-1-092000,4-345,0,26,1698742703,26,1698742703,SCHEDULED
13-L3-2-1-092000,4-364,0,16,1698742766,16,1698742766,SCHEDULED
13-L3-2-1-092000,4-356,0,26,1698742946,26,1698742946,SCHEDULED
13-L3-3-1-084900,4-484,0,-706,1698737834,19,1698738559,SCHEDULED
13-L3-3-1-084900,4-547,0,-1,1698738584,6,1698738591,SCHEDULED
13-L3-3-1-084900,4-486,0,28,1698738748,34,1698738754,SCHEDULED
13-L3-3-1-084900,4-487,0,18,1698738798,34,1698738814,SCHEDULED
13-L3-3-1-084900,4-488,0,14,1698738848,32,1698738866,SCHEDULED
13-L3-3-1-084900,4-489,0,17,1698738923,32,1698738938,SCHEDULED
13-L3-3-1-084900,4-490,0,-8,1698738948,13,1698738969,SCHEDULED
13-L3-3-1-084900,4-491,0,-2,1698739018,23,1698739043,SCHEDULED
13-L3-3-1-084900,4-1601,0,14,1698739156,14,1698739156,SCHEDULED
13-L3-3-1-084900,4-1602,0,-7,1698739193,18,1698739218,SCHEDULED
13-L3-3-1-084900,4-865,0,-7,1698739268,5,1698739280,SCHEDULED
13-L3-3-1-084900,4-1212,0,-3,1698739293,22,1698739318,SCHEDULED
13-L3-3-1-084900,4-17,0,42,1698739368,42,1698739368,SCHEDULED
13-L3-3-1-084900,4-18,0,35,1698739393,42,1698739400,SCHEDULED
13-L3-3-1-084900,4-19,0,21,1698739443,42,1698739464,SCHEDULED
13-L3-3-1-084900,4-20,0,25,1698739493,42,1698739510,SCHEDULED
13-L3-3-1-084900,4-1603,0,45,1698739568,70,1698739593,SCHEDULED
13-L3-3-1-084900,4-1219,0,58,1698739618,83,1698739643,SCHEDULED
13-L3-3-1-084900,4-1604,0,41,1698739710,69,1698739738,SCHEDULED
13-L3-3-1-084900,4-1605,0,16,1698739816,43,1698739843,SCHEDULED
13-L3-3-1-084900,4-1288,0,13,1698739968,13,1698739968,SCHEDULED
13-L3-3-1-084900,4-1230,0,18,1698740118,43,1698740143,SCHEDULED
13-L3-3-1-084900,4-1442,0,-4,1698740216,15,1698740235,SCHEDULED
13-L3-3-1-084900,4-396,0,1,1698740282,15,1698740296,SCHEDULED
13-L3-3-1-084900,4-397,0,-14,1698740363,-14,1698740363,SCHEDULED
13-L3-3-1-084900,4-398,0,-15,1698740488,-15,1698740488,SCHEDULED
13-L3-3-1-084900,4-399,0,-45,1698740502,-20,1698740527,SCHEDULED
13-L3-3-1-084900,4-394,0,-34,1698740577,-20,1698740591,SCHEDULED
13-L3-3-1-084900,4-1339,0,-13,1698740627,-13,1698740627,SCHEDULED
13-L3-3-1-084900,4-402,0,-30,1698740676,-4,1698740702,SCHEDULED
13-L3-3-1-084900,4-345,0,-40,1698740751,-15,1698740776,SCHEDULED
13-L3-3-1-084900,4-364,0,-29,1698740825,-29,1698740825,SCHEDULED
13-L3-3-1-084900,4-356,0,-40,1698740960,-40,1698740960,SCHEDULED
13-L3-3-1-093500,4-356,1,-300,1698741000,0,1698741300,SCHEDULED
13-L3-3-1-093500,4-357,1,0,1698741397,0,1698741397,SCHEDULED
13-L3-3-1-093500,4-405,1,0,1698741458,0,1698741458,SCHEDULED
13-L3-3-1-093500,4-348,1,0,1698741552,0,1698741552,SCHEDULED
