trip_id,stop_id,direction_id,arrival_delay,arrival_time,departure_delay,departure_time
10-PL-2-C-020500,4-1288,0,0,1698451602,0,1698451602
10-PL-2-C-020500,4-1230,0,0,1698451696,0,1698451696
10-PL-2-C-020500,4-1442,0,0,1698451771,0,1698451771
10-PL-2-C-020500,4-237,0,0,1698451920,0,1698451920
10-PL-2-C-020500,4-1224,0,0,1698452038,0,1698452038
10-PL-2-C-020500,4-745,0,0,1698452205,0,1698452205
10-PL-2-C-020500,4-746,0,0,1698452280,0,1698452280
10-PL-2-C-020500,4-322,0,0,1698452345,0,1698452345
10-PL-2-C-020500,4-323,0,0,1698452393,0,1698452393
10-PL-2-C-020500,4-1099,0,0,1698452453,0,1698452453
10-PL-2-C-020500,4-560,0,0,1698452501,0,1698452501
10-PL-2-C-020500,4-561,0,0,1698452548,0,1698452548
10-PL-2-C-020500,4-562,0,0,1698452630,0,1698452630
10-PL-2-C-020500,4-1368,0,0,1698452685,0,1698452685
10-PL-2-C-020500,4-1369,0,0,1698452739,0,1698452739
10-PL-2-C-020500,4-1370,0,0,1698452790,0,1698452790
10-PL-2-C-020500,4-1364,0,0,1698452833,0,1698452833
10-PL-2-C-020500,4-10025,0,0,1698452880,0,1698452880
10-PL-2-C-023000,4-10025,1,0,0,0,1698453000
10-PL-2-C-023000,4-1365,1,0,1698453047,0,1698453047
10-PL-2-C-023000,4-1366,1,0,1698453106,0,1698453106
10-PL-2-C-023000,4-1367,1,0,1698453213,0,1698453213
10-PL-2-C-023000,4-556,1,0,1698453259,0,1698453259
10-PL-2-C-023000,4-557,1,0,1698453331,0,1698453331
10-PL-2-C-023000,4-558,1,0,1698453372,0,1698453372
10-PL-2-C-023000,4-1097,1,0,1698453437,0,1698453437
10-PL-2-C-023000,4-296,1,0,1698453510,0,1698453510
10-PL-2-C-023000,4-141,1,0,1698453600,0,1698453600
10-PL-2-C-023000,4-10069,1,0,1698453625,0,1698453625
10-PL-2-C-023000,4-1227,1,0,1698453659,0,1698453659
10-PL-2-C-023000,4-748,1,0,1698453701,0,1698453701
10-PL-2-C-023000,4-1228,1,0,1698453770,0,1698453770
10-PL-2-C-023000,4-270,1,0,1698453840,0,1698453840
10-PL-2-C-023000,4-1435,1,0,1698453973,0,1698453973
